Team ID , Team  , Region , Country , Track , Kind , Size , Status , Year , Section
1970,NTNU_Trondheim,Europe,Norway,Foundational Advance,Collegiate,9,Accepted,2016,overgrad
2265,NTNU_Trondheim,Europe,Norway,Therapeutics,Collegiate,10,Accepted,2017,overgrad
2754,NTNU_Trondheim,Europe,Norway,Therapeutics,Collegiate,13,Accepted,2018,overgrad
1841,NTU-LIHPAO-Taiwan,Asia,Taiwan,Health & Medicine,Collegiate,16,Accepted,2015,undergrad
117,NTU-Singapore,Asia,Singapore,,Collegiate,9,Accepted,2008,iGEM
256,NTU-Singapore,Asia,Singapore,Health/Medicine,Collegiate,14,Accepted,2009,iGEM
1676,NTU-Singapore,Asia,Singapore,Energy,Collegiate,14,Accepted,2015,overgrad
2130,NTU-Singapore,Asia,Singapore,Measurement,Collegiate,17,Accepted,2016,overgrad
2818,NTU-Singapore,Asia,Singapore,Foundational Advance,Collegiate,12,Accepted,2018,overgrad
3250,NTU-Singapore,Asia,Singapore,Foundational Advance,Collegiate,10,Accepted,2019,overgrad
4053,NTU-Singapore,Asia,Singapore,Diagnostics,Collegiate,18,Accepted,2021,overgrad
4830,NTU-Singapore,Asia,Singapore,Foundational Advance,Collegiate,16,Accepted,2023,undergrad
817,NTU-Taida,Asia,Taiwan,Health & Medicine,Collegiate,22,Accepted,2012,iGEM
1157,NTU-Taida,Asia,Taiwan,Health & Medicine,Collegiate,24,Accepted,2013,overgrad
2316,NTU_SINGAPORE,Asia,Singapore,Foundational Advance,Collegiate,16,Accepted,2017,overgrad
1507,NTU_Taida,Asia,Taiwan,Health & Medicine,Collegiate,34,Accepted,2014,undergrad
1125,NTU_Taiwan,Asia,Taiwan,Food & Energy,Collegiate,27,Accepted,2013,undergrad
4782,NU-Kazakhstan,Asia,Kazakhstan,Therapeutics,Collegiate,25,Accepted,2023,undergrad
4960,NUDT-CHINA,Asia,China,Therapeutics,Collegiate,32,Accepted,2023,undergrad
1532,NUDT_CHINA,Asia,China,Information Processing,Collegiate,11,Accepted,2014,undergrad
1789,NUDT_CHINA,Asia,China,Manufacturing,Collegiate,17,Accepted,2015,undergrad
1997,NUDT_CHINA,Asia,China,New Application,Collegiate,20,Accepted,2016,undergrad
2440,NUDT_CHINA,Asia,China,Foundational Advance,Collegiate,24,Accepted,2017,undergrad
2653,NUDT_CHINA,Asia,China,Foundational Advance,Collegiate,29,Accepted,2018,undergrad
3064,NUDT_CHINA,Asia,China,Foundational Advance,Collegiate,30,Accepted,2019,undergrad
3396,NUDT_CHINA,Asia,China,Foundational Advance,Collegiate,34,Accepted,2020,overgrad
4016,NUDT_CHINA,Asia,China,Foundational Advance,Collegiate,35,Accepted,2021,undergrad
4414,NUDT_CHINA,Asia,China,Diagnostics,Collegiate,31,Accepted,2022,undergrad
1515,NUI_Galway,Europe,Ireland,,Collegiate,0,Pending,2014,Unspecified
4850,NUS-Singapore,Asia,Singapore,Foundational Advance,Collegiate,17,Accepted,2023,undergrad
1897,NUS_Singapore,Asia,Singapore,Diagnostics,Collegiate,19,Accepted,2016,undergrad
2447,NUS_Singapore,Asia,Singapore,Foundational Advance,Collegiate,15,Accepted,2017,overgrad
3198,NUS_Singapore,Asia,Singapore,Foundational Advance,Collegiate,22,Accepted,2019,undergrad
3927,NUS_Singapore,Asia,Singapore,Manufacturing,Collegiate,17,Accepted,2021,undergrad
2819,NUS_Singapore-A,Asia,Singapore,Manufacturing,Collegiate,22,Accepted,2018,undergrad
2807,NUS_Singapore-Sci,Asia,Singapore,Foundational Advance,Collegiate,19,Accepted,2018,undergrad
1118,NU_Kazakhstan,Asia,Kazakhstan,Health & Medicine,Collegiate,7,Accepted,2013,undergrad
1335,NU_Kazakhstan,Asia,Kazakhstan,Measurement,Collegiate,11,Accepted,2014,undergrad
1828,NU_Kazakhstan,Asia,Kazakhstan,Health & Medicine,Collegiate,9,Accepted,2015,overgrad
2516,NU_Kazakhstan,Asia,Kazakhstan,Environment,Collegiate,17,Accepted,2017,undergrad
2896,NU_Kazakhstan,Asia,Kazakhstan,Environment,Collegiate,17,Accepted,2018,undergrad
3299,NU_Kazakhstan,Asia,Kazakhstan,Energy,Collegiate,17,Accepted,2019,undergrad
4083,NU_Kazakhstan,Asia,Kazakhstan,Environment,Collegiate,22,Accepted,2021,undergrad
4389,NU_Kazakhstan,Asia,Kazakhstan,Diagnostics,Collegiate,24,Accepted,2022,undergrad
2155,NWPU,Asia,China,Environment,Collegiate,18,Accepted,2016,undergrad
2399,NWU-CHINA,Asia,China,Environment,Collegiate,16,Accepted,2017,undergrad
2544,NWU-China,Asia,China,Environment,Collegiate,18,Accepted,2018,undergrad
2981,NWU-China,Asia,China,Diagnostics,Collegiate,24,Accepted,2019,undergrad
3351,NWU-CHINA-A,Asia,China,Therapeutics,Collegiate,20,Accepted,2020,undergrad
3722,NWU-CHINA-A,Asia,China,Manufacturing,Collegiate,23,Accepted,2021,undergrad
4199,NWU-CHINA-A,Asia,China,Diagnostics,Collegiate,21,Accepted,2022,undergrad
4762,NWU-CHINA-A,Asia,China,Therapeutics,Collegiate,15,Accepted,2023,undergrad
3388,NWU-CHINA-B,Asia,China,Therapeutics,Collegiate,21,Accepted,2020,undergrad
3779,NWU-CHINA-B,Asia,China,Manufacturing,Collegiate,22,Accepted,2021,undergrad
4974,NYCEmpireState,North America,United States,High School,Commercial,36,Accepted,2023,high_school
4854,NYCU-Formosa,Asia,Taiwan,Biomanufacturing,Collegiate,19,Accepted,2023,undergrad
4060,NYCU-Taipei,Asia,Taiwan,Therapeutics,Collegiate,16,Accepted,2021,undergrad
4461,NYCU-Taipei,Asia,Taiwan,Foundational Advance,Collegiate,14,Accepted,2022,undergrad
4822,NYCU-Taipei,Asia,Taiwan,Diagnostics,Collegiate,22,Accepted,2023,undergrad
4377,NYCU_Formosa,Asia,Taiwan,Manufacturing,Collegiate,24,Accepted,2022,undergrad
4079,NYC_B1O,North America,United States,High School,High_school,26,Accepted,2021,high_school
3691,NYC_Earthians,North America,United States,High School,High_school,6,Accepted,2020,high_school
4482,NYC_Empire_State,North America,United States,High School,High_school,29,Accepted,2022,high_school
868,NYC_Hunter,North America,United States,Information Processing,Collegiate,14,Accepted,2012,iGEM
869,NYC_Hunter_Software,North America,United States,Software Tools,Collegiate,13,Accepted,2012,iGEM
651,NYC_Software,North America,United States,Software Tools,Collegiate,9,Accepted,2011,iGEM
650,NYC_Wetware,North America,United States,Environment,Collegiate,9,Accepted,2011,iGEM
116,NYMU-Taipei,Asia,Taiwan,,Collegiate,18,Accepted,2008,iGEM
195,NYMU-Taipei,Asia,Taiwan,Health/Medicine,Collegiate,20,Accepted,2009,iGEM
411,NYMU-Taipei,Asia,Taiwan,New Application,Collegiate,32,Accepted,2010,iGEM
624,NYMU-Taipei,Asia,Taiwan,New Application,Collegiate,30,Accepted,2011,iGEM
896,NYMU-Taipei,Asia,Taiwan,Environment,Collegiate,27,Accepted,2012,iGEM
1104,NYMU-Taipei,Asia,Taiwan,Environment,Collegiate,26,Accepted,2013,overgrad
1510,NYMU-Taipei,Asia,Taiwan,Health & Medicine,Collegiate,34,Accepted,2014,overgrad
1769,NYMU-Taipei,Asia,Taiwan,Environment,Collegiate,20,Accepted,2015,overgrad
2040,NYMU-Taipei,Asia,Taiwan,Environment,Collegiate,33,Accepted,2016,overgrad
2350,NYMU-Taipei,Asia,Taiwan,Energy,Collegiate,18,Accepted,2017,undergrad
2751,NYMU-Taipei,Asia,Taiwan,New Application,Collegiate,22,Accepted,2018,undergrad
3268,NYMU-Taipei,Asia,Taiwan,New Application,Collegiate,10,Accepted,2019,undergrad
3682,NYMU-Taipei,Asia,Taiwan,New Application,Collegiate,20,Accepted,2020,undergrad
276,NYU,North America,United States,,Collegiate,6,Withdrawn,2009,iGEM
416,NYU,North America,United States,Foundational Advance,Collegiate,7,Accepted,2010,iGEM
4812,NYU-Abu-Dhabi,Asia,United Arab Emirates,Biomanufacturing,Collegiate,24,Accepted,2023,undergrad
1867,NYU-AD,Asia,United Arab Emirates,Health & Medicine,Collegiate,10,Accepted,2015,undergrad
2122,NYU-AD,Asia,United Arab Emirates,Diagnostics,Collegiate,14,Accepted,2016,undergrad
4820,NYU-New-York,North America,United States,Diagnostics,Collegiate,21,Accepted,2023,overgrad
2808,NYU_Abu_Dhabi,Asia,United Arab Emirates,Diagnostics,Collegiate,21,Accepted,2018,undergrad
2495,NYU_Abu_Dhabi,Asia,United Arab Emirates,Diagnostics,Collegiate,18,Accepted,2017,undergrad
3289,NYU_Abu_Dhabi,Asia,United Arab Emirates,Diagnostics,Collegiate,25,Accepted,2019,undergrad
3658,NYU_Abu_Dhabi,Asia,United Arab Emirates,Diagnostics,Collegiate,21,Accepted,2020,undergrad
4082,NYU_Abu_Dhabi,Asia,United Arab Emirates,Diagnostics,Collegiate,21,Accepted,2021,undergrad
4397,NYU_Abu_Dhabi,Asia,United Arab Emirates,Diagnostics,Collegiate,18,Accepted,2022,undergrad
850,NYU_Gallatin,North America,United States,New Application,Collegiate,27,Accepted,2012,iGEM
2956,NYU_New_York,North America,United States,Manufacturing,Collegiate,10,Accepted,2019,undergrad
4039,NYU_New_York,North America,United States,Diagnostics,Collegiate,9,Accepted,2021,undergrad
4478,NYU_New_York,North America,United States,Environment,Collegiate,1,Withdrawn,2022,Unspecified
1756,NYU_Shanghai,Asia,China,Art & Design,Collegiate,14,Accepted,2015,undergrad
1990,NYU_Shanghai,Asia,China,Food & Nutrition,Collegiate,12,Withdrawn,2016,undergrad
2400,NYU_Shanghai,Asia,China,Food & Nutrition,Collegiate,10,Accepted,2017,undergrad
3267,NYU_Shanghai,Asia,China,New Application,Collegiate,16,Accepted,2019,undergrad
5027,Ohio-State-FABE,North America,United States,Therapeutics,Collegiate,17,Accepted,2023,undergrad
2939,OhioState,North America,United States,Environment,Collegiate,15,Accepted,2019,undergrad
3412,OhioState,North America,United States,Foundational Advance,Collegiate,14,Accepted,2020,undergrad
3783,OhioState,North America,United States,Therapeutics,Collegiate,16,Accepted,2021,undergrad
4341,OhioState,North America,United States,Diagnostics,Collegiate,12,Accepted,2022,undergrad
469,Oklahoma,North America,,,Collegiate,5,Accepted,2006,iGEM
485,Oklahoma,North America,,,Collegiate,6,Accepted,2005,iGEM
4884,OKstate,North America,United States,Climate Crisis,Collegiate,13,Accepted,2023,undergrad
1910,OLS_Canmore,North America,Canada,High School,High_school,15,Accepted,2016,high_school
1268,OLS_Canmore_AB_CA,North America,Canada,Foundational Advance(P),High_school,18,Accepted,2014,iGEM
1717,OLS_Canmore_AB_CA,North America,Canada,High School,High_school,10,Accepted,2015,high_school
2650,OLS_Canmore_Canada,North America,Canada,High School,High_school,12,Accepted,2018,high_school
4103,Open_Science_Global,North America,Canada,Foundational Advance,Community_lab,28,Accepted,2021,collegiate
3309,Orleans,Europe,France,Environment,Collegiate,19,Accepted,2019,overgrad
3696,OSA,Asia,China,High School,High_school,18,Accepted,2020,high_school
204,Osaka,Asia,Japan,New Application,Collegiate,18,Accepted,2009,iGEM
392,Osaka,Asia,Japan,Environment,Collegiate,17,Accepted,2010,iGEM
602,Osaka,Asia,Japan,Environment,Collegiate,9,Accepted,2011,iGEM
941,Osaka,Asia,Japan,Environment,Collegiate,9,Accepted,2012,iGEM
1040,Osaka,Asia,Japan,Information Processing,Collegiate,14,Accepted,2013,undergrad
2747,Osiris_Rio_UFRJ,Latin America,Brazil,,Collegiate,1,Withdrawn,2018,Unspecified
1219,Oslo-Norway,Europe,Norway,,Collegiate,1,Withdrawn,2013,overgrad
4865,OTIA-Hangzhou,Asia,China,High School,Commercial,25,Accepted,2023,high_school
1207,OU-Norman_OK,North America,United States,Food & Energy,Collegiate,10,Accepted,2013,overgrad
594,OUC-China,Asia,China,Information Processing,Collegiate,14,Accepted,2011,iGEM
737,OUC-China,Asia,China,Environment,Collegiate,19,Accepted,2012,iGEM
1059,OUC-China,Asia,China,Foundational Advance,Collegiate,17,Accepted,2013,undergrad
1439,OUC-China,Asia,China,New Application,Collegiate,19,Accepted,2014,undergrad
1679,OUC-China,Asia,China,Measurement,Collegiate,17,Accepted,2015,undergrad
2047,OUC-China,Asia,China,Foundational Advance,Collegiate,26,Accepted,2016,undergrad
2314,OUC-China,Asia,China,Environment,Collegiate,19,Accepted,2017,undergrad
2615,OUC-China,Asia,China,Foundational Advance,Collegiate,16,Accepted,2018,undergrad
2904,OUC-China,Asia,China,Foundational Advance,Collegiate,16,Accepted,2019,undergrad
3328,OUC-China,Asia,China,Information Processing,Collegiate,16,Accepted,2020,undergrad
3777,OUC-China,Asia,China,Environment,Collegiate,17,Accepted,2021,overgrad
4193,OUC-China,Asia,China,Manufacturing,Collegiate,14,Accepted,2022,undergrad
4711,OUC-China,Asia,China,Biomanufacturing,Collegiate,17,Accepted,2023,undergrad
4596,OUC-Haide,Asia,China,Bioremediation,Collegiate,16,Accepted,2023,undergrad
3785,OUC-R,Asia,China,Foundational Advance,Collegiate,10,Accepted,2021,undergrad
1558,OU_Norman,North America,United States,Energy,Collegiate,7,Accepted,2014,undergrad
1446,Oxford,Europe,United Kingdom,Environment,Collegiate,15,Accepted,2014,undergrad
1659,Oxford,Europe,United Kingdom,Health & Medicine,Collegiate,18,Accepted,2015,undergrad
1980,Oxford,Europe,United Kingdom,Therapeutics,Collegiate,13,Accepted,2016,undergrad
2450,Oxford,Europe,United Kingdom,Diagnostics,Collegiate,15,Accepted,2017,undergrad
2757,Oxford,Europe,United Kingdom,Therapeutics,Collegiate,13,Accepted,2018,undergrad
3183,Oxford,Europe,United Kingdom,Therapeutics,Collegiate,21,Accepted,2019,undergrad
4932,Oxford,Europe,United Kingdom,Diagnostics,Collegiate,13,Accepted,2023,undergrad
1710,PacificU-Oregon,North America,United States,New Application,Collegiate,3,Accepted,2015,undergrad
424,Panama,Latin America,Panama,Environment,Collegiate,28,Accepted,2010,iGEM
653,Panama,Latin America,Panama,Environment,Collegiate,21,Accepted,2011,iGEM
944,Panama_INDICASAT,Latin America,Panama,Environment,Collegiate,19,Accepted,2012,iGEM
18,Paris,Europe,France,Foundational Research,Collegiate,26,Accepted,2007,iGEM
136,Paris,Europe,France,,Collegiate,24,Accepted,2008,iGEM
257,Paris,Europe,France,Foundational Advance,Collegiate,22,Accepted,2009,iGEM
4602,Paris-Bettencourt,Europe,France,Therapeutics,Collegiate,16,Accepted,2023,overgrad
910,Paris-Saclay,Europe,France,New Application,Collegiate,19,Accepted,2012,iGEM
606,Paris_Bettencourt,Europe,France,Foundational Advance,Collegiate,21,Accepted,2011,iGEM
914,Paris_Bettencourt,Europe,France,Environment,Collegiate,15,Accepted,2012,iGEM
1137,Paris_Bettencourt,Europe,France,Health & Medicine,Collegiate,17,Accepted,2013,overgrad
1403,Paris_Bettencourt,Europe,France,New Application,Collegiate,23,Accepted,2014,overgrad
1678,Paris_Bettencourt,Europe,France,Food & Nutrition,Collegiate,20,Accepted,2015,overgrad
2043,Paris_Bettencourt,Europe,France,Manufacturing,Collegiate,15,Accepted,2016,overgrad
2510,Paris_Bettencourt,Europe,France,Foundational Advance,Collegiate,15,Accepted,2017,overgrad
2738,Paris_Bettencourt,Europe,France,Therapeutics,Collegiate,16,Accepted,2018,overgrad
3579,Paris_Bettencourt,Europe,France,Foundational Advance,Collegiate,13,Accepted,2020,overgrad
3786,Paris_Bettencourt,Europe,France,Manufacturing,Collegiate,14,Accepted,2021,overgrad
4216,Paris_Bettencourt,Europe,France,Foundational Advance,Collegiate,17,Accepted,2022,overgrad
329,Paris_Liliane_Bettencourt,Europe,France,Foundational Advance,Collegiate,14,Accepted,2010,iGEM
1155,Paris_Saclay,Europe,France,Environment,Collegiate,17,Accepted,2013,overgrad
1372,Paris_Saclay,Europe,France,Art & Design,Collegiate,26,Accepted,2014,overgrad
1707,Paris_Saclay,Europe,France,Environment,Collegiate,17,Accepted,2015,overgrad
2039,Paris_Saclay,Europe,France,Foundational Advance,Collegiate,27,Accepted,2016,overgrad
2454,PASantiago_Chile,Latin America,Chile,High School,High_school,24,Accepted,2017,high_school
1622,Pasteur_Paris,Europe,France,Environment,Collegiate,27,Accepted,2015,overgrad
2053,Pasteur_Paris,Europe,France,Diagnostics,Collegiate,24,Accepted,2016,overgrad
2198,Pasteur_Paris,Europe,France,Environment,Collegiate,17,Accepted,2017,overgrad
2616,Pasteur_Paris,Europe,France,New Application,Collegiate,25,Accepted,2018,overgrad
3176,Pasteur_Paris,Europe,France,Diagnostics,Collegiate,14,Accepted,2019,undergrad
3464,Patras,Europe,Greece,Diagnostics,Collegiate,18,Accepted,2020,overgrad
3839,Patras,Europe,Greece,Diagnostics,Collegiate,20,Accepted,2021,overgrad
4287,Patras,Europe,Greece,Food & Nutrition,Collegiate,27,Accepted,2022,undergrad
4639,Patras,Europe,Greece,Diagnostics,Collegiate,21,Accepted,2023,undergrad
5017,Patras-Med,Europe,Greece,Therapeutics,Collegiate,18,Accepted,2023,undergrad
4973,PatrasBio,Europe,Greece,Conservation,Collegiate,18,Accepted,2023,undergrad
4118,Patras_Medicine,Europe,Greece,Diagnostics,Collegiate,17,Accepted,2022,undergrad
4505,Patras_Uni_Hellas,Europe,Greece,Conservation,Collegiate,16,Accepted,2022,undergrad
1277,PEA_Exeter_NH,North America,United States,Environment(P),High_school,12,Accepted,2014,iGEM
14,Peking,Asia,China,Information Processing,Collegiate,22,Accepted,2007,iGEM
346,Peking,Asia,China,Environment,Collegiate,19,Accepted,2010,iGEM
819,Peking,Asia,China,Foundational Advance,Collegiate,22,Accepted,2012,iGEM
1031,Peking,Asia,China,Environment,Collegiate,12,Accepted,2013,undergrad
1378,Peking,Asia,China,Environment,Collegiate,19,Accepted,2014,undergrad
1689,Peking,Asia,China,Health & Medicine,Collegiate,17,Accepted,2015,undergrad
1989,Peking,Asia,China,Environment,Collegiate,19,Accepted,2016,undergrad
2243,Peking,Asia,China,Information Processing,Collegiate,20,Accepted,2017,undergrad
2601,Peking,Asia,China,Foundational Advance,Collegiate,22,Accepted,2018,undergrad
3081,Peking,Asia,China,Foundational Advance,Collegiate,17,Accepted,2019,undergrad
3645,Peking,Asia,China,Open,Collegiate,17,Accepted,2020,undergrad
4298,Peking,Asia,China,Therapeutics,Collegiate,17,Accepted,2022,undergrad
4713,Peking,Asia,China,Therapeutics,Collegiate,16,Accepted,2023,undergrad
4638,PekingHSC,Asia,China,Therapeutics,Collegiate,16,Accepted,2023,undergrad
904,Peking_E,Asia,China,,Collegiate,1,Pending,2012,iGEM
598,Peking_R,Asia,China,New Application,Collegiate,13,Accepted,2011,iGEM
581,Peking_S,Asia,China,Information Processing,Collegiate,15,Accepted,2011,iGEM
120,Peking_University,Asia,China,,Collegiate,16,Accepted,2008,iGEM
548,Penn,North America,United States,Foundational Advance,Collegiate,17,Accepted,2011,iGEM
811,Penn,North America,United States,Health & Medicine,Collegiate,7,Accepted,2012,iGEM
1128,Penn,North America,United States,Foundational Advance,Collegiate,10,Accepted,2013,undergrad
1505,Penn,North America,United States,Environment,Collegiate,11,Accepted,2014,undergrad
1815,Penn,North America,United States,Foundational Advance,Collegiate,5,Accepted,2015,undergrad
2456,Penn,North America,United States,Hardware,Collegiate,6,Accepted,2017,undergrad
3213,Penn,North America,United States,Open,Collegiate,10,Accepted,2019,undergrad
100,PennState,North America,United States,,Collegiate,10,Accepted,2008,iGEM
454,PennState,North America,,,Collegiate,16,Accepted,2006,iGEM
4950,PennState,North America,United States,Diagnostics,Collegiate,9,Accepted,2023,overgrad
1272,Penn_Mishawaka_IN,North America,United States,,High_school,8,Accepted,2014,iGEM
41,Penn_State,North America,Usa,Energy,Collegiate,14,Accepted,2007,iGEM
376,Penn_State,North America,United States,Food & Energy,Collegiate,7,Accepted,2010,iGEM
488,Penn_State,North America,,,Collegiate,8,Accepted,2005,iGEM
648,Penn_State,North America,United States,Environment,Collegiate,13,Accepted,2011,iGEM
933,Penn_State,North America,United States,Foundational Advance,Collegiate,9,Accepted,2012,iGEM
1043,Penn_State,North America,United States,Manufacturing,Collegiate,17,Accepted,2013,undergrad
1506,Penn_State,North America,United States,Foundational Advance,Collegiate,6,Accepted,2014,undergrad
87,Peru,Latin America,Peru,,Collegiate,7,Withdrawn,2008,iGEM
922,Peru_BioE,Latin America,Peru,,Collegiate,8,Accepted,2012,iGEM
2056,Peshawar,Asia,Pakistan,Environment,Collegiate,15,Accepted,2016,undergrad
2518,Peshawar,Asia,Pakistan,Environment,Collegiate,16,Accepted,2017,undergrad
3961,Phystech_Moscow,Europe,Russian Federation,Software,Collegiate,12,Accepted,2021,overgrad
4971,PIHS-Beijing,Asia,China,High School,High_school,12,Accepted,2023,high_school
4284,PINGHE,Asia,China,High School,Commercial,18,Disqualified,2022,high_school
4926,PINGHE,Asia,China,High School,Commercial,20,Accepted,2023,high_school
1548,Pitt,North America,United States,Health & Medicine,Collegiate,9,Accepted,2014,undergrad
1833,Pitt,North America,United States,Health & Medicine,Collegiate,7,Accepted,2015,undergrad
2084,Pittsburgh,North America,United States,Environment,Collegiate,11,Accepted,2016,undergrad
2476,Pittsburgh,North America,United States,New Application,Collegiate,12,Accepted,2017,undergrad
2785,Pittsburgh,North America,United States,Information Processing,Collegiate,9,Accepted,2018,undergrad
3308,Pittsburgh,North America,United States,Foundational Advance,Collegiate,9,Accepted,2019,overgrad
3666,Pittsburgh,North America,United States,Foundational Advance,Collegiate,9,Accepted,2020,undergrad
3953,Pittsburgh,North America,United States,Diagnostics,Collegiate,10,Accepted,2021,overgrad
2565,Pittsburgh_CSL,North America,United States,High School,High_school,12,Accepted,2018,high_school
228,PKU_Beijing,Asia,China,Information Processing,Collegiate,14,Accepted,2009,iGEM
4923,PLKLFC-1,Asia,Hong Kong,High School,High_school,24,Accepted,2023,high_school
4936,PLKNPLC-HK,Asia,Hong Kong,High School,High_school,7,Accepted,2023,high_school
3038,Poitiers,Europe,France,Manufacturing,Collegiate,8,Accepted,2019,overgrad
97,Polytech,North America,United States,,Collegiate,1,Withdrawn,2008,iGEM
4457,Portland,North America,United States,Diagnostics,Collegiate,7,Accepted,2022,undergrad
2483,Potsdam,Europe,Germany,Foundational Advance,Collegiate,20,Accepted,2017,undergrad
3023,Potsdam,Europe,Germany,Software,Collegiate,21,Accepted,2019,overgrad
627,Potsdam_Bioware,Europe,Germany,Health & Medicine,Collegiate,20,Accepted,2011,iGEM
929,Potsdam_Bioware,Europe,Germany,Manufacturing,Collegiate,17,Accepted,2012,iGEM
1224,Poznan-BioInf,Europe,Poland,Information Processing,Collegiate,5,Accepted,2013,undergrad
1481,PoznanBioInf,Europe,Poland,Information Processing,Collegiate,6,Accepted,2014,undergrad
1482,PoznanSoft,Europe,Poland,Software,Collegiate,6,Accepted,2014,undergrad
455,PrairieView,North America,,,Collegiate,5,Accepted,2006,iGEM
43,Prairie_View,North America,,Environment,Collegiate,2,Accepted,2007,iGEM
160,Prairie_View,North America,United States,,Collegiate,6,Accepted,2008,iGEM
760,PrepaTec_GarzaSadaMx,Latin America,Mexico,,High_school,17,Accepted,2012,iGEM
2037,Pretoria_UP,Africa,South Africa,Energy,Collegiate,17,Accepted,2016,undergrad
1768,Pretoria_UP,Africa,South Africa,New Application,Collegiate,11,Accepted,2015,undergrad
45,Princeton,North America,Usa,Medical,Collegiate,19,Accepted,2007,iGEM
76,Princeton,North America,Netherlands,,Collegiate,15,Accepted,2008,iGEM
456,Princeton,North America,,,Collegiate,20,Accepted,2006,iGEM
481,Princeton,North America,,,Collegiate,3,Accepted,2005,iGEM
491,Princeton,North America,,,Collegiate,6,Accepted,2004,iGEM
2432,Princeton,North America,United States,Foundational Advance,Collegiate,19,Accepted,2017,undergrad
4686,Princeton,North America,United States,Foundational Advance,Collegiate,14,Accepted,2023,undergrad
3642,PSGTECH_COIMBATORE,Asia,India,Diagnostics(P),Collegiate,1,Withdrawn,2020,Unspecified
2359,PSI_engineers,Asia,"Korea, Republic Of",High School,High_school,1,Withdrawn,2017,high_school
4743,PTSH-Taiwan,Asia,Taiwan,High School,High_school,19,Accepted,2023,high_school
4814,PuiChing-Macau,Asia,Macao,High School,High_school,29,Accepted,2023,high_school
3021,PuiChing_Macau,Asia,Macao,High School,High_school,27,Accepted,2019,high_school
3503,PuiChing_Macau,Asia,Macao,High School,High_school,20,Accepted,2020,high_school
3863,PuiChing_Macau,Asia,Macao,High School,High_school,29,Accepted,2021,high_school
4340,PuiChing_Macau,Asia,Macao,High School,High_school,20,Accepted,2022,high_school
1986,Pumas_Mexico,Latin America,Mexico,Energy,Collegiate,21,Accepted,2016,undergrad
4318,PUMC_CHINA,Asia,China,Software & AI,Collegiate,3,Accepted,2022,undergrad
38,Purdue,North America,Usa,Foundational Research,Collegiate,8,Accepted,2007,iGEM
154,Purdue,North America,United States,,Collegiate,11,Accepted,2008,iGEM
217,Purdue,North America,United States,Health/Medicine,Collegiate,16,Accepted,2009,iGEM
334,Purdue,North America,United States,Food & Energy,Collegiate,18,Accepted,2010,iGEM
437,Purdue,North America,,,Collegiate,10,Accepted,2006,iGEM
630,Purdue,North America,United States,,Collegiate,3,Withdrawn,2011,iGEM
932,Purdue,North America,United States,Environment,Collegiate,21,Accepted,2012,iGEM
1225,Purdue,North America,United States,Foundational Advance,Collegiate,14,Accepted,2013,undergrad
1422,Purdue,North America,United States,Food & Nutrition,Collegiate,18,Accepted,2014,undergrad
1772,Purdue,North America,United States,Energy,Collegiate,23,Accepted,2015,undergrad
1988,Purdue,North America,United States,Environment,Collegiate,22,Accepted,2016,undergrad
2228,Purdue,North America,United States,Therapeutics,Collegiate,15,Accepted,2017,undergrad
2696,Purdue,North America,United States,Diagnostics,Collegiate,9,Accepted,2018,undergrad
2966,Purdue,North America,United States,Food & Nutrition,Collegiate,8,Accepted,2019,undergrad
3439,Purdue,North America,United States,Diagnostics,Collegiate,19,Accepted,2020,undergrad
4008,Purdue,North America,United States,Diagnostics,Collegiate,9,Accepted,2021,overgrad
4894,Purdue,North America,United States,Biomanufacturing,Collegiate,3,Withdrawn,2023,undergrad
3683,PYMS_GZ_China,Asia,China,High School,High_school,18,Accepted,2020,high_school
3430,Qdai,Asia,Japan,Environment,Collegiate,16,Accepted,2020,undergrad
3720,Qdai,Asia,Japan,Environment,Collegiate,16,Accepted,2021,undergrad
4206,Qdai,Asia,Japan,Environment,Collegiate,14,Accepted,2022,undergrad
4784,Qdai,Asia,Japan,Environment,Collegiate,9,Accepted,2023,undergrad
3243,QDHS_Shanghai,Asia,China,High School,High_school,13,Accepted,2019,high_school
3797,QHFZ,Asia,China,High School,High_school,24,Accepted,2021,high_school
3007,QHFZ-China,Asia,China,High School,High_school,14,Accepted,2019,high_school
3457,QHFZ-China,Asia,China,High School,High_school,24,Accepted,2020,high_school
214,Queens,North America,Canada,Health/Medicine,Collegiate,16,Accepted,2009,iGEM
309,Queens-Canada,North America,Canada,Foundational Advance,Collegiate,16,Accepted,2010,iGEM
4728,Queens-Canada,North America,Canada,Bioremediation,Collegiate,36,Accepted,2023,undergrad
631,Queens_Canada,North America,Canada,Environment,Collegiate,21,Accepted,2011,iGEM
781,Queens_Canada,North America,Canada,Foundational Advance,Collegiate,20,Accepted,2012,iGEM
1121,Queens_Canada,North America,Canada,Health & Medicine,Collegiate,18,Accepted,2013,undergrad
1435,Queens_Canada,North America,Canada,Foundational Advance,Collegiate,16,Accepted,2014,undergrad
1831,Queens_Canada,North America,Canada,Health & Medicine,Collegiate,12,Accepted,2015,undergrad
2064,Queens_Canada,North America,Canada,Foundational Advance,Collegiate,15,Accepted,2016,undergrad
2484,Queens_Canada,North America,Canada,Environment,Collegiate,15,Accepted,2017,undergrad
2612,Queens_Canada,North America,Canada,Diagnostics,Collegiate,20,Accepted,2018,undergrad
